product_1,product_2,confidence,lift,similarity
GGOEADHH055999,GGOEGDHC018299,0.3791208791208791,8.722801103279192,0.8824329721903995
GGOEADHJ015599,GGOEADHH015499,0.3684210526315789,106.38157894736841,0.9302613354274305
GGOEAFKQ020499,GGOEGFKQ020399,0.39555555555555555,5.84228473998295,0.8514561892506044
GGOEAFKQ020599,GGOEGFKQ020399,0.5142857142857142,7.595907928388747,0.7897362173051139
GGOEAOBH078799,GGOEGOBC078699,0.4,49.14893617021277,0.9111549846412454
GGOEGAAB010513,GGOEGAAB010514,0.38095238095238093,22.22222222222222,0.9825427237579086
GGOEGAAB010513,GGOEGAAB010515,0.35714285714285715,20.52238805970149,0.9812183190244723
GGOEGAAR010713,GGOEGAAR010715,0.4482758620689655,39.82758620689655,0.9810341177586905
GGOEGAEB027815,GGOEGAAB010515,0.36363636363636365,20.8955223880597,0.9528509161859777
GGOEGAEB027815,GGOEGAAB010516,0.3939393939393939,28.08641975308642,0.9343594841003137
GGOEGAEB027816,GGOEGAAB010515,0.38095238095238093,21.89054726368159,0.9327032345406322
GGOEGAEB027816,GGOEGAEB027815,0.42857142857142855,150.0,0.9766208078720413
GGOEGAEB084517,GGOEGAEB084515,0.40540540540540543,45.023388773388774,0.8242663746015705
GGOEGAEQ027916,GGOEGAEQ027915,0.375,64.6455223880597,0.9758839058614954
GGOEGBMC073699,GGOEGBMB073599,0.48148148148148145,118.32151300236407,0.9429911257980287
GGOEGDHC018299,GGOEGDHR018499,0.44621513944223107,16.361221779548472,0.9925438945423821
GGOEGDHR018499,GGOEGDHC018299,0.7111111111111111,16.361221779548472,0.9925438945423821
GGOEGEVB070899,GGOEGEVR014999,0.3684210526315789,36.061552185548614,0.8194810753534619
GGOEGFKA022299,GGOEGFKQ020399,0.41397849462365593,6.114388251794407,0.7942274610872821
GGOEGFKQ020799,GGOEGFKQ020399,0.39574468085106385,5.845078086738858,0.7783724568186454
GGOEGHGC019799,GGOEGHGH019699,0.5563218390804597,20.20602906094123,0.9408632343705174
GGOEGHGC019799,GGOEGHGR019499,0.6022988505747127,20.40044493882091,0.955827537037532
GGOEGHGC019799,GGOEGHGT019599,0.5103448275862069,22.6710875331565,0.9377004668278203
GGOEGHGH019699,GGOEGHGC019799,0.7610062893081762,20.20602906094123,0.9408632343705174
GGOEGHGH019699,GGOEGHGR019499,0.6698113207547169,22.68715763846622,0.9484508855800947
GGOEGHGH019699,GGOEGHGT019599,0.6383647798742138,28.35812772133527,0.9345786320837167
GGOEGHGR019499,GGOEGHGC019799,0.7683284457478006,20.40044493882091,0.955827537037532
GGOEGHGR019499,GGOEGHGH019699,0.624633431085044,22.68715763846622,0.9484508855800947
GGOEGHGR019499,GGOEGHGT019599,0.592375366568915,26.315136476426797,0.9591784357089964
GGOEGHGT019599,GGOEGHGC019799,0.8538461538461538,22.6710875331565,0.9377004668278203
GGOEGHGT019599,GGOEGHGH019699,0.7807692307692308,28.35812772133527,0.9345786320837167
GGOEGHGT019599,GGOEGHGR019499,0.7769230769230769,26.315136476426797,0.9591784357089964
GGOEGOCC017599,GGOEGOCR017899,0.5571428571428572,28.986486486486488,0.9884269353706122
GGOEGOCR017899,GGOEGOCC017599,0.527027027027027,28.986486486486488,0.9884269353706122
GGOEGPJC019099,GGOEGPJR018999,0.6363636363636364,79.89130434782608,0.9775294740090184
GGOEGPJR018999,GGOEGPJC019099,0.6086956521739131,79.89130434782608,0.9775294740090184
GGOEGPXR023199,GGOEGPJC203399,0.36,25.50920245398773,0.7026016677334026
GGOEWFKA083099,GGOEWFKA083199,0.4,102.66666666666667,0.9428477380338963
GGOEWFKA083099,GGOEWFKA083299,0.45,133.26923076923077,0.9139185278985417
GGOEYAQB073215,GGOEYAQB073214,0.375,139.71774193548387,0.9315665677501253
GGOEYHPA003610,GGOEYFKQ020699,0.3939393939393939,12.889518413597733,0.6922160123698599
GGOEYOBR078599,GGOEYFKQ020699,0.36,11.779036827195467,0.8635994795734031
